Date,Country,Engaged sessions,WC (web conversions),WQC (web qualified conversions)
20171215,Philippines,2,0,0
20171215,Qatar,2,0,0
20171215,Singapore,2,0,0
20171215,Tunisia,2,1,0
20171215,Trinidad & Tobago,2,0,0
20171116,Andorra,1,0,0
20171116,Aruba,1,1,0
20171116,Bahamas,1,1,0
20171116,Cameroon,1,0,0
20171116,Curaçao,1,0,0
20171116,Dominican Republic,1,0,0
20171116,Algeria,1,0,0
20171116,Egypt,1,1,0
20171116,Fiji,1,0,0
20171116,Grenada,1,0,0
20171116,Georgia,1,0,0
20171116,Ghana,1,0,0
20171116,Guadeloupe,1,0,0
20171116,Iceland,1,0,0
20171116,Jamaica,1,0,0
20171116,Cambodia,1,0,0
20171116,Lebanon,1,1,0
20171116,Monaco,1,0,0
20171116,Macau,1,0,0
20171116,Malta,1,1,0
20171116,Mozambique,1,0,0
20171116,Turks & Caicos Islands,1,1,0
20171116,Uruguay,1,0,0
20171117,Afghanistan,1,0,0
20171117,Bermuda,1,0,0
20171117,Costa Rica,1,0,0
20171117,Cape Verde,1,1,0
20171117,Djibouti,1,1,0
20171117,Dominican Republic,1,0,0
20171117,Ghana,1,0,0
20171117,Lithuania,1,0,0
20171117,Latvia,1,0,0
20171117,Moldova,1,1,0
20171117,Montenegro,1,0,0
20171117,Maldives,1,0,0
20171117,Panama,1,1,0
20171117,Peru,1,0,0
20171117,Pakistan,1,0,0
20171117,El Salvador,1,0,0
20171117,Turks & Caicos Islands,1,1,0
20171117,Trinidad & Tobago,1,0,0
20171117,Taiwan,1,0,0
20171117,Venezuela,1,0,0
20171118,Andorra,1,0,0
20171118,Aruba,1,0,0
20171118,Bermuda,1,0,0
20171118,Bolivia,1,0,0
20171118,Georgia,1,0,0
20171118,Guatemala,1,0,0
20171118,Honduras,1,0,0
20171118,Iran,1,0,0
20171118,Jordan,1,1,0
20171118,Kuwait,1,0,0
20171118,Lebanon,1,1,0
20171118,Liechtenstein,1,0,0
20171118,Luxembourg,1,1,0
20171118,Oman,1,0,0
20171118,Peru,1,0,0
20171118,Papua New Guinea,1,0,0
20171118,Pakistan,1,0,0
20171118,Serbia,1,0,0
20171118,Seychelles,1,0,0
20171118,Suriname,1,0,0
20171118,(not set),1,0,0
20171119,Angola,1,1,0
20171119,Bangladesh,1,0,0
20171119,Bermuda,1,0,0
20171119,Bahamas,1,0,0
20171119,Belarus,1,0,0
20171119,Cyprus,1,1,0
20171119,Algeria,1,0,0
20171119,Ecuador,1,0,0
20171119,Fiji,1,0,0
20171119,French Guiana,1,0,0
20171119,Guam,1,0,0
20171119,Iraq,1,1,0
20171119,Iceland,1,1,0
20171119,Jamaica,1,0,0
20171119,Cambodia,1,0,0
20171119,Cayman Islands,1,0,0
20171119,Kazakhstan,1,0,0
20171119,St. Lucia,1,0,0
20171119,Sri Lanka,1,0,0
20171119,Luxembourg,1,0,0
20171119,Latvia,1,0,0
20171119,Montenegro,1,0,0
20171119,Madagascar,1,0,0
20171119,Nigeria,1,0,0
20171119,Réunion,1,0,0
20171119,Seychelles,1,1,0
20171119,Sierra Leone,1,0,0
20171119,El Salvador,1,0,0
20171119,Vietnam,1,0,0
20171120,Barbados,1,0,0
20171120,Brunei,1,0,0
20171120,Bolivia,1,0,0
20171120,Congo - Brazzaville,1,0,0
20171120,Côte d’Ivoire,1,0,0
20171120,Djibouti,1,1,0
20171120,Dominican Republic,1,0,0
20171120,Georgia,1,0,0
20171120,Ghana,1,0,0
20171120,Guadeloupe,1,0,0
20171120,Guyana,1,0,0
20171120,Lithuania,1,0,0
20171120,Mozambique,1,1,0
20171120,Paraguay,1,0,0
20171120,Seychelles,1,0,0
20171120,Slovenia,1,1,0
20171120,Sint Maarten,1,1,0
20171120,Uruguay,1,0,0
20171121,Antigua & Barbuda,1,0,0
20171121,Albania,1,0,0
20171121,Aruba,1,1,0
20171121,Azerbaijan,1,0,0
20171121,Barbados,1,0,0
20171121,Bangladesh,1,0,0
20171121,Belarus,1,0,0
20171121,Curaçao,1,0,0
20171121,Algeria,1,0,0
20171121,French Guiana,1,0,0
20171121,Guyana,1,0,0
20171121,Jamaica,1,0,0
20171121,Laos,1,0,0
20171121,St. Lucia,1,0,0
20171121,Latvia,1,1,0
20171121,Morocco,1,0,0
20171121,Montenegro,1,0,0
20171121,Macedonia (FYROM),1,1,0
20171121,Nigeria,1,0,0
20171121,Romania,1,0,0
20171121,Solomon Islands,1,1,0
20171121,Seychelles,1,0,0
20171121,Slovenia,1,0,0
20171121,Trinidad & Tobago,1,0,0
20171121,Tanzania,1,1,0
20171121,Zimbabwe,1,0,0
20171122,Afghanistan,1,0,0
20171122,Albania,1,0,0
20171122,Angola,1,0,0
20171122,Bosnia & Herzegovina,1,0,0
20171122,Barbados,1,0,0
20171122,Bahrain,1,0,0
20171122,Brunei,1,0,0
20171122,Cook Islands,1,0,0
20171122,Cyprus,1,1,0
20171122,Algeria,1,0,0
20171122,Ecuador,1,0,0
20171122,Estonia,1,0,0
20171122,Guinea,1,0,0
20171122,Haiti,1,0,0
20171122,Israel,1,0,0
20171122,Iran,1,0,0
20171122,Kenya,1,0,0
20171122,Sri Lanka,1,0,0
20171122,Latvia,1,0,0
20171122,Mauritius,1,0,0
20171122,Oman,1,0,0
20171122,Papua New Guinea,1,1,1
20171122,Serbia,1,0,0
20171122,Syria,1,0,0
20171122,Trinidad & Tobago,1,1,0
20171122,Taiwan,1,0,0
20171122,Tanzania,1,0,0
20171122,Venezuela,1,1,0
20171122,Vietnam,1,0,0
20171123,Andorra,1,0,0
20171123,Afghanistan,1,0,0
20171123,Albania,1,0,0
20171123,Bosnia & Herzegovina,1,0,0
20171123,Bermuda,1,1,0
20171123,Belize,1,1,0
20171123,Curaçao,1,0,0
20171123,Gibraltar,1,0,0
20171123,Guadeloupe,1,0,0
20171123,Haiti,1,0,0
20171123,Iceland,1,0,0
20171123,Jordan,1,0,0
20171123,Morocco,1,0,0
20171123,Macedonia (FYROM),1,0,0
20171123,Maldives,1,0,0
20171123,Mozambique,1,0,0
20171123,Oman,1,0,0
20171123,Panama,1,0,0
20171123,Papua New Guinea,1,0,0
20171123,Pakistan,1,0,0
20171123,Réunion,1,1,0
20171123,Slovakia,1,0,0
20171123,Suriname,1,0,0
20171123,Tunisia,1,0,0
20171123,Trinidad & Tobago,1,1,0
20171123,Uruguay,1,0,0
20171123,Vietnam,1,0,0
20171124,Angola,1,0,0
20171124,Åland Islands,1,0,0
20171124,Barbados,1,0,0
20171124,Bangladesh,1,0,0
20171124,Bermuda,1,0,0
20171124,Belarus,1,0,0
20171124,Congo - Brazzaville,1,0,0
20171124,Egypt,1,0,0
20171124,Ethiopia,1,0,0
20171124,Greenland,1,0,0
20171124,Guadeloupe,1,0,0
20171124,Guam,1,1,0
20171124,Haiti,1,0,0
20171124,Ireland,1,0,0
20171124,Israel,1,0,0
20171124,Iraq,1,1,0
20171124,Iceland,1,0,0
20171124,Kuwait,1,1,0
20171124,Cayman Islands,1,1,0
20171124,Liechtenstein,1,0,0
20171124,Sri Lanka,1,0,0
20171124,Luxembourg,1,0,0
20171124,Morocco,1,0,0
20171124,Madagascar,1,0,0
20171124,Malta,1,0,0
20171124,Peru,1,0,0
20171124,Serbia,1,0,0
20171124,Solomon Islands,1,0,0
20171124,Seychelles,1,0,0
20171124,Turks & Caicos Islands,1,0,0
20171124,Uruguay,1,1,0
20171124,Vietnam,1,0,0
20171125,Antigua & Barbuda,1,0,0
20171125,Barbados,1,0,0
20171125,Cameroon,1,0,0
20171125,Costa Rica,1,0,0
20171125,Cyprus,1,0,0
20171125,Dominican Republic,1,0,0
20171125,Algeria,1,0,0
20171125,Gabon,1,1,0
20171125,Guadeloupe,1,0,0
20171125,Hong Kong,1,0,0
20171125,Honduras,1,0,0
20171125,Iraq,1,0,0
20171125,Iceland,1,0,0
20171125,Cayman Islands,1,0,0
20171125,Lithuania,1,0,0
20171125,Latvia,1,1,0
20171125,Monaco,1,0,0
20171125,Martinique,1,0,0
20171125,Oman,1,1,0
20171125,Serbia,1,1,0
20171125,Seychelles,1,0,0
20171125,Singapore,1,1,0
20171125,Turkey,1,0,0
20171125,Trinidad & Tobago,1,0,0
20171125,(not set),1,0,0
20171126,Bermuda,1,0,0
20171126,Botswana,1,0,0
20171126,Côte d’Ivoire,1,0,0
20171126,Ecuador,1,0,0
20171126,Fiji,1,0,0
20171126,French Guiana,1,0,0
20171126,Greenland,1,0,0
20171126,Haiti,1,0,0
20171126,Ireland,1,0,0
20171126,Iceland,1,0,0
20171126,Jamaica,1,0,0
20171126,Kuwait,1,1,0
20171126,Cayman Islands,1,0,0
20171126,Sri Lanka,1,1,0
20171126,Libya,1,0,0
20171126,Montenegro,1,0,0
20171126,Myanmar (Burma),1,0,0
20171126,Malta,1,1,0
20171126,New Caledonia,1,0,0
20171126,Nigeria,1,0,0
20171126,Nicaragua,1,0,0
20171126,French Polynesia,1,0,0
20171126,Seychelles,1,0,0
20171126,Taiwan,1,0,0
20171126,Uruguay,1,0,0
20171126,U.S. Virgin Islands,1,0,0
20171126,Zimbabwe,1,1,0
20171127,American Samoa,1,0,0
20171127,Barbados,1,1,0
20171127,Brunei,1,0,0
20171127,Cameroon,1,1,0
20171127,Cuba,1,0,0
20171127,Cyprus,1,0,0
20171127,Estonia,1,0,0
20171127,Gabon,1,1,0
20171127,French Guiana,1,0,0
20171127,Ghana,1,0,0
20171127,Gibraltar,1,1,0
20171127,Guatemala,1,1,0
20171127,Guam,1,1,0
20171127,Croatia,1,0,0
20171127,Iraq,1,0,0
20171127,Cambodia,1,0,0
20171127,Lebanon,1,0,0
20171127,Liechtenstein,1,0,0
20171127,Lithuania,1,0,0
20171127,Latvia,1,0,0
20171127,Libya,1,0,0
20171127,Morocco,1,0,0
20171127,Montenegro,1,0,0
20171127,St. Martin,1,0,0
20171127,Madagascar,1,0,0
20171127,Mozambique,1,0,0
20171127,Nigeria,1,0,0
20171127,Slovakia,1,0,0
20171127,Taiwan,1,1,0
20171128,Antigua & Barbuda,1,1,0
20171128,Aruba,1,0,0
20171128,Bangladesh,1,0,0
20171128,Belarus,1,0,0
20171128,Curaçao,1,0,0
20171128,Estonia,1,0,0
20171128,Ethiopia,1,0,0
20171128,Guam,1,0,0
20171128,Jordan,1,1,0
20171128,Cayman Islands,1,1,0
20171128,Lithuania,1,0,0
20171128,Monaco,1,1,0
20171128,Myanmar (Burma),1,0,0
20171128,Northern Mariana Islands,1,0,0
20171128,Maldives,1,0,0
20171128,New Caledonia,1,0,0
20171128,Qatar,1,0,0
20171128,Serbia,1,0,0
20171128,Singapore,1,0,0
20171128,Syria,1,0,0
20171128,Turks & Caicos Islands,1,0,0
20171128,Trinidad & Tobago,1,0,0
20171129,Albania,1,0,0
20171129,Bosnia & Herzegovina,1,0,0
20171129,Barbados,1,0,0
20171129,Brunei,1,0,0
20171129,Central African Republic,1,0,0
20171129,Congo - Brazzaville,1,1,0
20171129,Faroe Islands,1,1,0
20171129,Guyana,1,0,0
20171129,Iran,1,1,0
20171129,Kuwait,1,0,0
20171129,Kazakhstan,1,0,0
20171129,Sri Lanka,1,0,0
20171129,Monaco,1,1,0
20171129,Malta,1,0,0
20171129,Serbia,1,0,0
20171129,Sierra Leone,1,0,0
20171129,Kosovo,1,0,0
20171130,Antigua & Barbuda,1,0,0
20171130,Azerbaijan,1,0,0
20171130,Bermuda,1,0,0
20171130,Côte d’Ivoire,1,0,0
20171130,Cameroon,1,0,0
20171130,Denmark,1,0,0
20171130,Ghana,1,0,0
20171130,Gambia,1,0,0
20171130,Jersey,1,0,0
20171130,Cambodia,1,1,0
20171130,Morocco,1,0,0
20171130,Monaco,1,0,0
20171130,St. Martin,1,0,0
20171130,Mauritius,1,1,0
20171130,Oman,1,0,0
20171130,Pakistan,1,0,0
20171130,Réunion,1,0,0
20171130,Serbia,1,0,0
20171130,Singapore,1,0,0
20171130,Senegal,1,0,0
20171130,Suriname,1,0,0
20171130,Tunisia,1,0,0
20171130,Tanzania,1,0,0
20171130,Kosovo,1,0,0
20171130,(not set),1,0,0
20171201,Antigua & Barbuda,1,0,0
20171201,Albania,1,0,0
20171201,Austria,1,0,0
20171201,Bolivia,1,0,0
20171201,Belarus,1,0,0
20171201,Côte d’Ivoire,1,0,0
20171201,Cape Verde,1,0,0
20171201,Algeria,1,0,0
20171201,Ecuador,1,0,0
20171201,Fiji,1,1,0
20171201,Guinea,1,0,0
20171201,Guadeloupe,1,1,0
20171201,Guyana,1,0,0
20171201,Iceland,1,0,0
20171201,Jordan,1,1,0
20171201,Kenya,1,0,0
20171201,Cambodia,1,0,0
20171201,St. Kitts & Nevis,1,0,0
20171201,Cayman Islands,1,0,0
20171201,Lithuania,1,1,0
20171201,Libya,1,0,0
20171201,Madagascar,1,0,0
20171201,Mauritania,1,0,0
20171201,Maldives,1,0,0
20171201,New Caledonia,1,0,0
20171201,Panama,1,1,0
20171201,Réunion,1,0,0
20171201,Seychelles,1,0,0
20171201,Slovakia,1,0,0
20171201,Suriname,1,0,0
20171201,El Salvador,1,0,0
20171201,Tunisia,1,0,0
20171201,Uganda,1,1,0
20171201,U.S. Virgin Islands,1,1,1
20171202,Andorra,1,0,0
20171202,Antigua & Barbuda,1,0,0
20171202,Bosnia & Herzegovina,1,0,0
20171202,Bermuda,1,1,0
20171202,Caribbean Netherlands,1,0,0
20171202,Algeria,1,0,0
20171202,Ireland,1,1,0
20171202,Jordan,1,1,0
20171202,Cayman Islands,1,0,0
20171202,Laos,1,0,0
20171202,Lebanon,1,0,0
20171202,Luxembourg,1,0,0
20171202,Madagascar,1,0,0
20171202,Malaysia,1,0,0
20171202,Oman,1,0,0
20171202,French Polynesia,1,0,0
20171202,Réunion,1,0,0
20171202,Seychelles,1,0,0
20171202,Singapore,1,1,0
20171202,Turks & Caicos Islands,1,0,0
20171202,Trinidad & Tobago,1,0,0
20171203,Andorra,1,0,0
20171203,Afghanistan,1,0,0
20171203,Antigua & Barbuda,1,0,0
20171203,American Samoa,1,0,0
20171203,Aruba,1,0,0
20171203,Bermuda,1,1,0
20171203,Caribbean Netherlands,1,0,0
20171203,Bahamas,1,1,0
20171203,Cyprus,1,0,0
20171203,Estonia,1,0,0
20171203,Ghana,1,0,0
20171203,Guadeloupe,1,0,0
20171203,South Korea,1,0,0
20171203,Cayman Islands,1,0,0
20171203,Kazakhstan,1,1,0
20171203,Monaco,1,0,0
20171203,Montenegro,1,1,0
20171203,Marshall Islands,1,0,0
20171203,Myanmar (Burma),1,0,0
20171203,Mauritania,1,0,0
20171203,Nigeria,1,0,0
20171203,Panama,1,0,0
20171203,Pakistan,1,1,0
20171203,Serbia,1,0,0
20171203,Slovakia,1,0,0
20171203,Tunisia,1,1,0
20171203,Trinidad & Tobago,1,0,0
20171203,Zimbabwe,1,1,0
20171204,Antigua & Barbuda,1,1,0
20171204,Albania,1,0,0
20171204,Armenia,1,1,0
20171204,Angola,1,1,0
20171204,Brunei,1,0,0
20171204,Cape Verde,1,0,0
20171204,Georgia,1,0,0
20171204,Gibraltar,1,0,0
20171204,Honduras,1,0,0
20171204,Iraq,1,1,0
20171204,Jamaica,1,0,0
20171204,Cambodia,1,0,0
20171204,Cayman Islands,1,1,0
20171204,Kazakhstan,1,1,0
20171204,Laos,1,0,0
20171204,Montenegro,1,0,0
20171204,St. Martin,1,0,0
20171204,Macau,1,0,0
20171204,Malta,1,1,0
20171204,Maldives,1,1,0
20171204,Namibia,1,0,0
20171204,Pakistan,1,0,0
20171204,Réunion,1,0,0
20171204,Singapore,1,0,0
20171204,Suriname,1,0,0
20171204,Trinidad & Tobago,1,0,0
20171204,Uzbekistan,1,0,0
20171204,Vietnam,1,0,0
20171205,Angola,1,0,0
20171205,Curaçao,1,1,0
20171205,Cyprus,1,0,0
20171205,Gabon,1,0,0
20171205,French Guiana,1,0,0
20171205,Gibraltar,1,1,0
20171205,Haiti,1,0,0
20171205,Iraq,1,0,0
20171205,Lebanon,1,0,0
20171205,Madagascar,1,0,0
20171205,Malta,1,0,0
20171205,Malawi,1,1,0
20171205,Malaysia,1,0,0
20171205,Namibia,1,0,0
20171205,Oman,1,0,0
20171205,Panama,1,0,0
20171205,Pakistan,1,0,0
20171205,Serbia,1,0,0
20171205,Solomon Islands,1,0,0
20171205,Slovakia,1,0,0
20171205,Suriname,1,0,0
20171205,Trinidad & Tobago,1,0,0
20171205,Taiwan,1,0,0
20171205,Ukraine,1,0,0
20171205,Mayotte,1,0,0
20171205,Zambia,1,0,0
20171206,Antigua & Barbuda,1,1,0
20171206,Albania,1,0,0
20171206,Aruba,1,0,0
20171206,Azerbaijan,1,0,0
20171206,Bahrain,1,0,0
20171206,Caribbean Netherlands,1,0,0
20171206,Costa Rica,1,0,0
20171206,Egypt,1,1,0
20171206,Grenada,1,0,0
20171206,Gambia,1,0,0
20171206,Guam,1,0,0
20171206,Guyana,1,0,0
20171206,Iran,1,0,0
20171206,Jersey,1,0,0
20171206,Jordan,1,0,0
20171206,Kenya,1,0,0
20171206,Kuwait,1,1,0
20171206,Kazakhstan,1,0,0
20171206,Lithuania,1,0,0
20171206,Latvia,1,0,0
20171206,Montenegro,1,0,0
20171206,St. Martin,1,0,0
20171206,Mozambique,1,0,0
20171206,Nicaragua,1,0,0
20171206,Nepal,1,0,0
20171206,Oman,1,0,0
20171206,Pakistan,1,0,0
20171206,Serbia,1,0,0
20171206,Slovakia,1,1,0
20171206,Syria,1,0,0
20171206,Turks & Caicos Islands,1,0,0
20171206,Togo,1,0,0
20171206,Tunisia,1,0,0
20171206,Uruguay,1,1,0
20171206,Zambia,1,0,0
20171207,Armenia,1,0,0
20171207,Aruba,1,0,0
20171207,Barbados,1,0,0
20171207,Bahrain,1,0,0
20171207,Benin,1,0,0
20171207,Bermuda,1,0,0
20171207,Cape Verde,1,0,0
20171207,Cyprus,1,0,0
20171207,Denmark,1,0,0
20171207,Egypt,1,0,0
20171207,Fiji,1,0,0
20171207,Grenada,1,0,0
20171207,Georgia,1,0,0
20171207,French Guiana,1,0,0
20171207,Guyana,1,0,0
20171207,Iran,1,0,0
20171207,Jersey,1,0,0
20171207,Jamaica,1,0,0
20171207,Cambodia,1,0,0
20171207,Kazakhstan,1,0,0
20171207,Montenegro,1,1,0
20171207,Myanmar (Burma),1,0,0
20171207,Maldives,1,0,0
20171207,Mozambique,1,1,0
20171207,Oman,1,0,0
20171207,Pakistan,1,0,0
20171207,Slovakia,1,0,0
20171207,Suriname,1,0,0
20171207,Syria,1,1,0
20171207,Mayotte,1,0,0
20171208,Andorra,1,0,0
20171208,Antigua & Barbuda,1,0,0
20171208,Angola,1,0,0
20171208,Barbados,1,1,0
20171208,Bahrain,1,0,0
20171208,Belarus,1,0,0
20171208,Cook Islands,1,0,0
20171208,Greenland,1,0,0
20171208,Guyana,1,0,0
20171208,Israel,1,0,0
20171208,Iceland,1,0,0
20171208,Morocco,1,0,0
20171208,St. Martin,1,0,0
20171208,Macedonia (FYROM),1,0,0
20171208,Malta,1,0,0
20171208,Maldives,1,0,0
20171208,Panama,1,0,0
20171208,Papua New Guinea,1,0,0
20171208,Pakistan,1,0,0
20171208,Qatar,1,0,0
20171208,Réunion,1,0,0
20171208,Solomon Islands,1,0,0
20171208,Slovenia,1,0,0
20171208,El Salvador,1,1,0
20171208,Tunisia,1,0,0
20171208,Turkey,1,0,0
20171208,Venezuela,1,0,0
20171208,Vietnam,1,0,0
20171209,United Arab Emirates,1,0,0
20171209,Antigua & Barbuda,1,0,0
20171209,Angola,1,0,0
20171209,Aruba,1,0,0
20171209,Bahrain,1,1,0
20171209,Belarus,1,0,0
20171209,Belize,1,0,0
20171209,Congo - Kinshasa,1,0,0
20171209,Côte d’Ivoire,1,0,0
20171209,Djibouti,1,0,0
20171209,Ghana,1,0,0
20171209,Gibraltar,1,0,0
20171209,Greenland,1,0,0
20171209,Honduras,1,0,0
20171209,Iraq,1,0,0
20171209,Iran,1,0,0
20171209,Jordan,1,0,0
20171209,St. Kitts & Nevis,1,0,0
20171209,Cayman Islands,1,0,0
20171209,Lebanon,1,0,0
20171209,St. Lucia,1,0,0
20171209,Lithuania,1,0,0
20171209,Latvia,1,0,0
20171209,Mauritius,1,0,0
20171209,Mozambique,1,0,0
20171209,Nepal,1,1,0
20171209,French Polynesia,1,0,0
20171209,Philippines,1,0,0
20171209,Réunion,1,0,0
20171209,Serbia,1,0,0
20171209,Seychelles,1,0,0
20171209,Turkey,1,0,0
20171209,Trinidad & Tobago,1,0,0
20171209,Vietnam,1,0,0
20171209,Vanuatu,1,0,0
20171210,Afghanistan,1,0,0
20171210,Angola,1,0,0
20171210,Aruba,1,0,0
20171210,Barbados,1,0,0
20171210,Brunei,1,0,0
20171210,Bahamas,1,1,0
20171210,Switzerland,1,0,0
20171210,French Guiana,1,0,0
20171210,Ghana,1,0,0
20171210,Equatorial Guinea,1,0,0
20171210,Iraq,1,0,0
20171210,Jamaica,1,0,0
20171210,Cambodia,1,0,0
20171210,St. Kitts & Nevis,1,0,0
20171210,Kazakhstan,1,0,0
20171210,Sri Lanka,1,0,0
20171210,Lithuania,1,0,0
20171210,Mongolia,1,0,0
20171210,Malta,1,0,0
20171210,Mauritius,1,0,0
20171210,Nigeria,1,0,0
20171210,Oman,1,0,0
20171210,Romania,1,0,0
20171210,Slovakia,1,0,0
20171210,El Salvador,1,0,0
20171210,Trinidad & Tobago,1,0,0
20171210,Uganda,1,0,0
20171210,St. Vincent & Grenadines,1,0,0
20171210,Venezuela,1,0,0
20171210,Vietnam,1,0,0
20171211,Albania,1,0,0
20171211,Azerbaijan,1,0,0
20171211,Bermuda,1,1,0
20171211,Bolivia,1,0,0
20171211,Caribbean Netherlands,1,1,0
20171211,Belarus,1,0,0
20171211,Faroe Islands,1,1,0
20171211,Guadeloupe,1,0,0
20171211,Iraq,1,0,0
20171211,Iran,1,0,0
20171211,Laos,1,1,0
20171211,Lebanon,1,0,0
20171211,Moldova,1,0,0
20171211,Maldives,1,1,0
20171211,Nigeria,1,1,0
20171211,Oman,1,0,0
20171211,Pakistan,1,0,0
20171211,Qatar,1,0,0
20171211,Romania,1,0,0
20171211,Slovakia,1,1,0
20171211,El Salvador,1,0,0
20171211,Taiwan,1,0,0
20171212,Angola,1,0,0
20171212,Azerbaijan,1,0,0
20171212,Barbados,1,0,0
20171212,Bulgaria,1,0,0
20171212,Benin,1,0,0
20171212,Bahamas,1,0,0
20171212,Fiji,1,0,0
20171212,Guadeloupe,1,0,0
20171212,Iceland,1,1,0
20171212,Jamaica,1,0,0
20171212,Cambodia,1,1,0
20171212,Cayman Islands,1,0,0
20171212,Lithuania,1,0,0
20171212,Montenegro,1,1,0
20171212,Madagascar,1,0,0
20171212,Northern Mariana Islands,1,0,0
20171212,Malawi,1,0,0
20171212,Nigeria,1,0,0
20171212,French Polynesia,1,0,0
20171212,Romania,1,1,0
20171212,São Tomé & Príncipe,1,0,0
20171212,Turks & Caicos Islands,1,1,0
20171212,Trinidad & Tobago,1,0,0
20171212,Taiwan,1,1,0
20171212,Tanzania,1,0,0
20171212,Vietnam,1,0,0
20171213,Angola,1,0,0
20171213,Bangladesh,1,0,0
20171213,Bermuda,1,0,0
20171213,Bolivia,1,0,0
20171213,Belize,1,0,0
20171213,Cook Islands,1,1,1
20171213,Cyprus,1,0,0
20171213,Ecuador,1,0,0
20171213,Georgia,1,0,0
20171213,Guadeloupe,1,0,0
20171213,Honduras,1,0,0
20171213,Iran,1,0,0
20171213,Jamaica,1,0,0
20171213,Cambodia,1,0,0
20171213,Lebanon,1,0,0
20171213,St. Lucia,1,0,0
20171213,Liechtenstein,1,0,0
20171213,Sri Lanka,1,0,0
20171213,Latvia,1,0,0
20171213,Libya,1,0,0
20171213,Mauritius,1,0,0
20171213,Malaysia,1,0,0
20171213,Nigeria,1,0,0
20171213,Nicaragua,1,0,0
20171213,French Polynesia,1,0,0
20171213,Singapore,1,1,0
20171213,Senegal,1,0,0
20171213,Sint Maarten,1,0,0
20171213,Turks & Caicos Islands,1,0,0
20171213,Turkey,1,0,0
20171213,Taiwan,1,0,0
20171213,Tanzania,1,0,0
20171213,Samoa,1,0,0
20171213,Zimbabwe,1,1,0
20171214,Afghanistan,1,1,0
20171214,Angola,1,0,0
20171214,Bangladesh,1,1,0
20171214,Bahrain,1,0,0
20171214,Brunei,1,0,0
20171214,Caribbean Netherlands,1,1,0
20171214,Bahamas,1,0,0
20171214,Côte d’Ivoire,1,0,0
20171214,Czechia,1,0,0
20171214,Estonia,1,0,0
20171214,Guadeloupe,1,0,0
20171214,Honduras,1,0,0
20171214,Haiti,1,0,0
20171214,Iran,1,0,0
20171214,Iceland,1,0,0
20171214,Jamaica,1,0,0
20171214,Jordan,1,1,0
20171214,Liechtenstein,1,0,0
20171214,Sri Lanka,1,1,0
20171214,Latvia,1,0,0
20171214,Monaco,1,0,0
20171214,Malta,1,0,0
20171214,French Polynesia,1,0,0
20171214,Turks & Caicos Islands,1,0,0
20171214,Trinidad & Tobago,1,1,0
20171214,Venezuela,1,0,0
20171214,Vietnam,1,0,0
20171215,Afghanistan,1,1,0
20171215,Barbados,1,0,0
20171215,Brunei,1,1,0
20171215,Caribbean Netherlands,1,0,0
20171215,Belize,1,1,0
20171215,Côte d’Ivoire,1,1,0
20171215,Algeria,1,0,0
20171215,Grenada,1,0,0
20171215,Guernsey,1,1,0
20171215,Gibraltar,1,1,0
20171215,Guadeloupe,1,1,0
20171215,Guatemala,1,0,0
20171215,Honduras,1,0,0
20171215,Indonesia,1,0,0
20171215,Iraq,1,0,0
20171215,Jamaica,1,0,0
20171215,Cambodia,1,0,0
20171215,Kuwait,1,0,0
20171215,Latvia,1,0,0
20171215,Morocco,1,0,0
20171215,Mauritius,1,0,0
20171215,Maldives,1,0,0
20171215,Mozambique,1,0,0
20171215,New Caledonia,1,0,0
20171215,Nigeria,1,1,0
20171215,French Polynesia,1,0,0
20171215,Solomon Islands,1,0,0
20171215,Seychelles,1,0,0
20171215,Suriname,1,0,0
20171215,El Salvador,1,0,0
